1935,Vehicles,easy,"Was sind die zylinderähnlichen Teile, die im Motor auf und ab pumpen?",Pistons,Laubfedern,Heizkörper,ABS,2022-09-03 11:47:10.0,2022-09-03 11:47:10.0
1936,Entertainment: Cartoon & Animations,medium,Welche dieser Zeichentrickfiguren wird NICHT von Rob Paulsen gesprochen?,Max Tennyson (Ben 10),Carl Wheezer (Jimmy Neutron),Yakko Warner (Animaniacs),"Die Maske (Die Maske, TV-Serie)",2022-09-03 11:47:10.0,2022-09-03 11:47:10.0
1937,Sports,easy,Welches Team hat die meisten Stanley Cups in der NHL gewonnen?,Montrealer Kanadier,Chicago Blackhawks,Toronto Maple Leafs,Detroit Red Wings,2022-09-03 11:47:10.0,2022-09-03 11:47:10.0
1938,Entertainment: Japanese Anime & Manga,medium,"Welcher der folgenden Stände in ""JoJo's Bizarre Adventure"" verfügt NICHT über eine zeitbasierte Fähigkeit?",Junge des 20. Jahrhunderts,Made in Heaven,Star Platin,Die Welt,2022-09-03 11:47:10.0,2022-09-03 11:47:10.0
1939,Entertainment: Japanese Anime & Manga,medium,"Wie lautet der zivile Name von Sailor Jupiter in der Serie ""Sailor Moon""?",Makoto Kino,Minako Aino,Usagi Tsukino,Rei Hino,2022-09-03 11:47:10.0,2022-09-03 11:47:10.0
1940,Entertainment: Video Games,medium,"Wer spricht die Figur ""Vernon Cherry"" in ""Red Dead Redemption""?",Casey Mongillo,Tara Stark,Troy Baker,Rob Wiethoff,2022-09-03 11:47:10.0,2022-09-03 11:47:10.0
1941,History,hard,An welchem Tag begann der Erste Weltkrieg?,28. Juli,Januar 28,Juni 28,28. April,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1942,Entertainment: Video Games,hard,"In ""Call Of Duty: Zombies"" ist ""Richtofen"" im Besitz von zwei gefüllten Blutampullen, die wem gehören?",Sal DeLuca und Finn O'Leary,Richtofen,Al Arlington und Sal DeLuca,Jessica Rose und Jack Vincent,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1943,General Knowledge,medium,Apple-Mitbegründer Steve Jobs starb an den Komplikationen welcher Krebsart?,Bauchspeicheldrüse,Knochen,Leber,Magen,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1944,Entertainment: Musicals & Theatres,hard,"Wer spielte ""Charlie Price"" im Musical ""Kinky Boots"" am Broadway in New York vom 26. Mai bis 6. August 2017?",Brendon Urie,Ed Sheeren,Tom Cruise,Dallon Weekes,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1945,Entertainment: Board Games,hard,"Welche dieser Karten aus ""Magic: The Gathering"" hat einen Flavor Text, der mit ""Oi oi oi"" beginnt?",Uthden-Troll,Lotleth Troll,Albino Troll,Harvester Troll,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1946,Geography,medium,Wie viele Flüsse gibt es in Saudi-Arabien?,0,1,2,3,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1947,History,medium,Wie lautete der Codename für den deutschen Überfall auf die Sowjetunion im Zweiten Weltkrieg?,Operation Barbarossa,Operation Kaiserschlact,Operation Undenkbar,Operation Molotow,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1948,Entertainment: Video Games,easy,Welche der folgenden ist KEINE Nintendo-Spielkonsole?,Dreamcast,SNES,Wii,Schalter,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1949,Entertainment: Music,medium,"Wer veröffentlichte 1991 das Album ""Out of Time""?",R.E.M.,U2,Coldplay,Die Rolling Stones,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1950,Entertainment: Video Games,hard,Wie heißt der Alligator in Where's My Water?,Swampy,Cranky,Crocky,Justiz,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1951,Science & Nature,hard,Wie viele Arten von Quarks gibt es im Standardmodell der Physik?,6,2,3,4,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1952,Entertainment: Comics,medium,Wer war in Bionicle früher ein Av-Matoran und ist jetzt der Toa des Lichts?,Takua,Jaller,Vakama,Tahu,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1953,Entertainment: Music,hard,"Auf welchem Beatles-Album findest du den Song ""Eleanor Rigby""?",Revolver,Hilfe!,Rubber Soul,Abbey Road,2022-09-03 11:47:11.0,2022-09-03 11:47:11.0
1954,Entertainment: Cartoon & Animations,easy,"Wie hieß die Meerhexe in dem Disney-Film ""Die kleine Meerjungfrau"" von 1989?",Ursula,Madam Mim,Maleficent,Lady Tremaine,2022-09-03 11:47:12.0,2022-09-03 11:47:12.0
1955,Entertainment: Film,medium,"Wie lautete der Vorname von Marilyn Monroes Figur in dem Film ""Manche mögen's heiß""?",Zucker,Honig,Karamell,Süßigkeiten,2022-09-03 11:47:12.0,2022-09-03 11:47:12.0
1956,Entertainment: Music,medium,"Welcher Sänger war in dem Song ""Wake Me Up"" des schwedischen Produzenten Avicii zu hören?",Aloe Blacc,John Legend,CeeLo Green,Pharrell Williams,2022-09-03 11:47:12.0,2022-09-03 11:47:12.0
1957,Science & Nature,easy,"Wie hieß der erste künstliche Erdtrabant, der 1957 von der Sowjetunion gestartet wurde?",Sputnik 1,Sojus 7K-OK,Zenit-2,Voskhod 3KV,2022-09-03 11:47:12.0,2022-09-03 11:47:12.0
1958,Geography,medium,Was ist die Hauptstadt des US-Bundesstaates Nevada?,Carson City,Las Vegas,Henderson,Reno,2022-09-03 11:47:12.0,2022-09-03 11:47:12.0
1959,Entertainment: Cartoon & Animations,medium,Was ist die Standard-Bildrate für Animationen?,24 FPS,12 FPS,30 FPS,60 FPS,2022-09-03 11:47:12.0,2022-09-03 11:47:12.0
1960,Animals,medium,"Wie lautet der wissenschaftliche Name für den ""Eisbären""?",Ursus Maritimus,Eisbär,Ursus Spelaeus,Ursus Arctos,2022-09-03 11:47:12.0,2022-09-03 11:47:12.0
1961,Entertainment: Film,easy,"In welchem Film gibt es einen riesigen hasenähnlichen Geist, der magische Kräfte hat und Bäume wachsen lässt?",Mein Nachbar Totoro,Hopfen,Der Aufstieg der Wächter,Alice im Wunderland,2022-09-03 11:47:12.0,2022-09-03 11:47:12.0
1962,Sports,easy,Welcher Fahrer wurde rekordverdächtige 7 Mal Formel-1-Weltmeister?,Michael Schumacher,Ayrton Senna,Fernando Alonso,Jim Clark,2022-09-03 11:47:12.0,2022-09-03 11:47:12.0
1963,General Knowledge,easy,"Wie lautete der Spitzname des Hughes H-4 Hercules, eines schweren Transportflugzeugs, das 1947 in die Luft ging?",Fichtengans,Die Arche Noah,Dicker Mann,Trojanisches Pferd,2022-09-03 11:47:12.0,2022-09-03 11:47:12.0
1964,Entertainment: Music,easy,Welches ist NICHT der Name eines Albums der englischen Sängerin und Songschreiberin Adele?,12,19,21,25,2022-09-03 11:47:12.0,2022-09-03 11:47:12.0
1965,Entertainment: Music,hard,Welcher der folgenden Songs ist KEIN echter Song der Band Thousand Foot Krutch?,Grenzenloser Zorn,Lass die Funken fliegen,Daunen,Gib den Geist auf,2022-09-03 11:47:12.0,2022-09-03 11:47:12.0
1966,Entertainment: Video Games,medium,"Wie lautet der vollständige Name des Helden McCree in ""Overwatch""?",Jesse McCree,"Jack ""McCree"" Morrison",Gabriel Reyes,"Jamison ""Deadeye"" Fawkes",2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1967,Entertainment: Video Games,easy,"In welchem Jahr ist das Spiel ""Overwatch"" in die geschlossene Beta gegangen?",2015,2013,2011,2016,2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1968,General Knowledge,medium,Nach Angaben der amerikanischen Gesundheitsbehörde CDC stirbt einer von wie vielen Amerikanern jährlich an den Folgen des Rauchens?,Fünf,Zwanzig,Zehn,Einhundert,2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1969,Entertainment: Video Games,medium,"Welche Firma hat das japanische RPG ""Dragon Quest"" entwickelt?",Square Enix,Capcom,Konami,Blizzard,2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1970,Geography,hard,Welches ist der größte Süßwassersee der Welt?,Oberer See,Kaspisches Meer,Michigansee,Huronsee,2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1971,Entertainment: Cartoon & Animations,easy,"Wer hat die Cartoon Network-Serie ""Adventure Time"" geschaffen?",Pendleton Ward,J. G. Quintel,Ben Bocquelet,Rebecca Zucker,2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1972,Celebrities,hard,"Welcher Religion gehörte der berühmte Sänger ""Freddie Mercury"" an?",Zoroastrismus,Heidentum,Ashurismus,Judentum,2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1973,Entertainment: Music,medium,Welche dieser Bands kommt NICHT aus Australien?,Die Nackten und Berühmten,Schnitt Kopie,Das Reich der Sonne,Zahme Impala,2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1974,Entertainment: Television,easy,Welche Farbe hat das Blut der Vulkanier im Star Trek-Universum?,Grün,Blau,Rot,Lila,2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1975,Entertainment: Music,easy,"In dem Song ""Starboy"" des kanadischen Sängers The Weeknd aus dem Jahr 2016 kommt welcher prominente Elektronik-Künstler vor?",Daft Punk,deadmau5,Offenlegung,DJ Shadow,2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1976,General Knowledge,medium,In welche Richtung zeigt die Freiheitsstatue?,Südost,Südwest,Nordwest,Nordost,2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1977,Sports,medium,Wer gewann 2016 zum dritten Mal in Folge die Konstrukteursweltmeisterschaft der Formel 1?,Mercedes-AMG Petronas,Scuderia Ferrari,McLaren Honda,Red Bull Racing Renault,2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1978,Entertainment: Music,easy,Was war das erste Studioalbum von Daft Punk?,Hausaufgaben,Entdeckung,Random Access Memories,Immerhin menschlich,2022-09-03 11:47:13.0,2022-09-03 11:47:13.0
1979,Geography,medium,Wie viele Zeitzonen gibt es in Russland?,11,6,24,16,2022-09-03 11:47:14.0,2022-09-03 11:47:14.0
1980,Entertainment: Music,easy,Wer ist der Leadsänger von Green Day?,Billie Joe Armstrong,Mike Dirnt,Sean Hughes,Tré Cool,2022-09-03 11:47:14.0,2022-09-03 11:47:14.0
1981,Science: Gadgets,easy,Wann wurde die DVD erfunden?,1995,2000,1990,1980,2022-09-03 11:47:14.0,2022-09-03 11:47:14.0
1982,Entertainment: Video Games,medium,Welche Spitzhacke in Minecraft baut ohne Verzauberungen am schnellsten Blöcke ab?,Goldene,Diamant,Eisen,Obsidian,2022-09-03 11:47:14.0,2022-09-03 11:47:14.0
1983,Entertainment: Japanese Anime & Manga,easy,"Wie heißen die Wolfskinder in dem Animationsfilm ""Wolfskinder"" von 2012?",Ame & Yuki,Hana & Yuki,Ame & Hana,Chuck & Anna,2022-09-03 11:47:14.0,2022-09-03 11:47:14.0
1984,Entertainment: Video Games,easy,"Wann wurde das Top-Down-Online-Rollenspiel ""Space Station 13"" veröffentlicht?",2003,2000,2010,2006,2022-09-03 11:47:14.0,2022-09-03 11:47:14.0
1985,Entertainment: Video Games,easy,"Welches Spiel wurde benutzt, um für Steam zu werben?",Counter-Strike 1.6,Half-Life,Half-Life 2,Team Festung,2022-09-03 11:47:14.0,2022-09-03 11:47:14.0
1986,Entertainment: Video Games,medium,"Wann wurde ""System Shock"" veröffentlicht?",1994,1995,2000,1998,2022-09-03 11:47:14.0,2022-09-03 11:47:14.0
1987,Entertainment: Video Games,hard,"In welchem Spiel der ""Monster Hunter""-Serie wurde die Waffe ""Insect Glaive"" eingeführt?",Monster Hunter 4,Monster Hunter Freiheit,Monster Hunter Geschichten,Monster Hunter 2,2022-09-03 11:47:14.0,2022-09-03 11:47:14.0
1988,Entertainment: Music,hard,Welcher Text handelt von Red Hot Chili Peppers-Frontmann Anthony Kiedis?,"""Ein verregneter Litauer / Tanzt wie ein Indianer""","""Flieg weiter, mein Zephir / Ich fühle ihn mehr denn je""","""Und ich mochte das Grübchen in deinem Kinn / Deine blassblauen Augen""","""Früher warst du so warmherzig und anhänglich... aber jetzt bist du schnell in dein Bedauern verfallen""",2022-09-03 11:47:14.0,2022-09-03 11:47:14.0
1989,Politics,medium,Wer folgte Josef Stalin als Generalsekretär der Kommunistischen Partei der Sowjetunion?,Nikita Chruschtschow,Leonid Breschnew,Michail Gorbatschow,Boris Jelzin,2022-09-03 11:47:14.0,2022-09-03 11:47:14.0
1990,Geography,medium,Was ist die Hauptstadt von Litauen?,Vilnius,Tallinn,Helsinki,Riga,2022-09-03 11:47:14.0,2022-09-03 11:47:14.0
1991,Geography,hard,In welchem Land liegt der Taedong-Fluss?,Nordkorea,Südkorea,Japan,China,2022-09-03 11:47:15.0,2022-09-03 11:47:15.0
1992,Entertainment: Music,medium,Was war Britney Spears' Debütsingle?,...Baby One More Time,Ups!... Ich habe es schon wieder getan,(You Drive Me) Crazy,Giftig,2022-09-03 11:47:15.0,2022-09-03 11:47:15.0
1993,Politics,hard,In welchem Jahr begannen die Bemühungen zur Einführung der Common Core State Standards (CCSS) in den USA?,2009,2012,2006,1997,2022-09-03 11:47:15.0,2022-09-03 11:47:15.0
1994,General Knowledge,medium,Direkt zwischen dem Washington Monument und dem Reflecting Pool befindet sich ein Denkmal für welchen Krieg?,Der Zweite Weltkrieg,Vietnamkrieg,Amerikanischer Bürgerkrieg,Amerikanischer Unabhängigkeitskrieg,2022-09-03 11:47:15.0,2022-09-03 11:47:15.0
1995,Geography,medium,"Welches der folgenden Länder ist kein megadiverses Land - eines, das eine hohe Anzahl an endemischen Arten der Erde beherbergt?",Thailand,Peru,Mexiko,Südafrika,2022-09-03 11:47:15.0,2022-09-03 11:47:15.0
1996,Entertainment: Video Games,medium,"Wer ist die Halbdämonin in Divinity: Original Sin 2, mit dem du sprichst, um zwischen den Akten zu wechseln?",Malady,Meister Siva,Gawin,Exter,2022-09-03 11:47:15.0,2022-09-03 11:47:15.0
1997,Entertainment: Video Games,medium,Von wem wurde Tetris erfunden?,Alexey Pajitnov,Toru Iwatani,Allan Alcorn,William Higinbotham,2022-09-03 11:47:15.0,2022-09-03 11:47:15.0
1998,Animals,medium,Was ist die längste Giftschlange der Welt?,Königskobra,Grüne Anakonda,Inland-Taipan,Gelbbauch-Seeschlange,2022-09-03 11:47:15.0,2022-09-03 11:47:15.0
1999,Science: Computers,easy,Wofür steht das Akronym JVM für Computersoftware?,Virtuelle Java-Maschine,Java-Verkaufsmaschine,Java Visual Machine,Nur virtuelle Maschine,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2000,Entertainment: Video Games,medium,Wie viele Sets der Großmeister-Ausrüstung sind im Blood and Wine DLC von The Witcher 3 enthalten?,5,3,6,4,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2001,Entertainment: Video Games,medium,"In welchem Land der ""Halo""-Reihe liegt New Mombasa?",Kenia,Indien,Türkei,Slowakei,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2002,Entertainment: Music,medium,The Proclaimers - I'm Gonna Be (500 Miles) erreichte 1993 welche Position in den US Hot 100 Charts?,3.,8.,1.,5.,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2003,Art,hard,"Das Gemälde ""Die sternenklare Nacht"" von Vincent van Gogh war Teil welcher Kunstbewegung?",Post-Impressionismus,Romantik,Neoklassisch,Impressionismus,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2004,Entertainment: Video Games,medium,Wann wurde das Original von Star Wars: Battlefront II veröffentlicht?,31. Oktober 2005,18. Dezember 2004,"November 21, 2006","September 9, 2007",2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2005,Entertainment: Film,hard,"Welcher war der letzte Film der Marx Brothers, in dem Zeppo mitspielte?",Entenbrühe,Ein Abend in der Oper,Ein Tag bei den Pferderennen,Monkey Business,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2006,Entertainment: Video Games,easy,Wer ist der Synchronsprecher von Thrall in der Warcraft-Spielserie?,Chris Metzen,Ben Affleck,Jason Derulo,Jim Carrey,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2007,Sports,medium,Unter welchem Namen war die britische Profi-Wrestlerin Shirley Crabtree besser bekannt?,Big Daddy,Riesige Heuhaufen,Kendo Nagasaki,Masambula,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2008,Entertainment: Music,easy,"Welcher Sänger war in Jack Ü (Skrillex & Diplo)'s 2015er Song ""Where Are Ü Now"" zu hören?",Justin Bieber,Selena Gomez,Ellie Goulding,The Weeknd,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2009,Entertainment: Music,medium,"Wer hatte 1962 einen US-amerikanischen und britischen Nummer-1-Hit mit dem Instrumentalstück ""Telstar""?",Die Tornados,Das Wagnis,Die Spotnicks,Die Tremeloes,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2010,Entertainment: Music,easy,Wie viele Studioalben hat das Duo Daft Punk veröffentlicht?,4,1,5,2,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2011,Entertainment: Books,medium,Welche Position spielt Harry Potter im Quidditch?,Sucher,Klopfer,Verfolger,Keeper,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2012,Geography,medium,Welche ist die größte Stadt in Marokko?,Casablanca,Rabat,Fes,Verkauf,2022-09-03 11:47:16.0,2022-09-03 11:47:16.0
2013,Entertainment: Video Games,medium,"Wer war in dem Spiel ""Undertale"" Mettatons Schöpfer?",Alphys,Undyne,Sans,Asgore,2022-09-03 11:47:17.0,2022-09-03 11:47:17.0
2014,Science & Nature,easy,Wie viele Knochen gibt es im menschlichen Körper?,206,203,209,200,2022-09-03 11:47:17.0,2022-09-03 11:47:17.0
2015,History,medium,Die Krone des Empire State Buildings wurde ursprünglich zu welchem Zweck gebaut?,Luftschiffhafen,Blitzableiter,Antennen,Fahnenmast,2022-09-03 11:47:17.0,2022-09-03 11:47:17.0
2016,Science: Computers,medium,"Wie nennt man das gescheiterte Schlüssel-Hinterlegungsgerät, das 1993 von der National Security Agency eingeführt wurde?",Clipper Chip,Enigma-Maschine,Echter Stehaufmännchen,Nautilus,2022-09-03 11:47:17.0,2022-09-03 11:47:17.0
2017,Geography,hard,Die Vorsilbe Sino- (wie in Sino-American) wird für welche Nationalität verwendet?,Chinesisch,Japanisch,Russisch,Indisch,2022-09-03 11:47:17.0,2022-09-03 11:47:17.0
2018,History,easy,Wann begann die Schlacht an der Somme?,1. Juli 1916,1. August 1916,2. Juli 1916,30. Juni 1916,2022-09-03 11:47:17.0,2022-09-03 11:47:17.0
2019,Geography,easy,"Welches der folgenden arabischen Länder hat NICHT eine Flagge, die nur panarabische Farben enthält?",Katar,Kuwait,Vereinigte Arabische Emirate,Jordanien,2022-09-03 11:47:17.0,2022-09-03 11:47:17.0
2020,Sports,easy,Wie lautete das Endergebnis des Spiels Deutschland gegen Brasilien bei der FIFA Fussball-Weltmeisterschaft 2014?,7 - 1,0 - 1,3 - 4,16 - 0,2022-09-03 11:47:17.0,2022-09-03 11:47:17.0
2021,Entertainment: Video Games,medium,Welche der folgenden Fraktionen ist NICHT im Spiel Counter-Strike enthalten: Global Offensive?,BOPE,GSG-9,Elite Crew,Phoenix Connexion,2022-09-03 11:47:17.0,2022-09-03 11:47:17.0
2022,Entertainment: Video Games,medium,"Wie viele Zombies müssen in Dead Rising (2006) getötet werden, um den Erfolg ""Zombie Genocider"" zu erhalten?","53,594","53,593","53,595","53,596",2022-09-03 11:47:17.0,2022-09-03 11:47:17.0
2023,Geography,easy,Was ist die Hauptstadt der Vereinigten Staaten?,"Washington, D.C.","Los Angelas, CA","New York City, NY","Houston, TX",2022-09-03 11:47:17.0,2022-09-03 11:47:17.0
2024,Entertainment: Video Games,hard,"Was war laut Toby Fox die Methode, um die erste Melodie für Megalovania zu entwickeln?",In ein Mikrofon singen,Klavier spielen,Verwendung einer Composer Software,Den Vögeln im Park zugehört,2022-09-03 11:47:17.0,2022-09-03 11:47:17.0
2025,Entertainment: Video Games,medium,"Welcher dieser Charaktere ist KEINE spielbare Rasse in dem Videospiel ""Starbound""?",Fenerox,Floran,Novakid,Hylotl,2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2026,History,medium,"Welches ist das blutigste Ereignis in der Geschichte der Vereinigten Staaten, gemessen an der Zahl der Todesopfer?",Schlacht von Antietam,Pearl Harbor,11. September,D-Day,2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2027,Science: Computers,medium,"Welche der folgenden Anweisungen würde in der Programmiersprache ""Python"" die Zeichenkette ""Hello World"" korrekt anzeigen?","print(""Hallo Welt"")","console.log(""Hallo Welt"")","echo ""Hallo Welt""","printf(""Hallo Welt"")",2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2028,Geography,medium,Was ist die offizielle Sprache in Bhutan?,Dzongkha,Ladakhi,Karen,Groma,2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2029,Entertainment: Film,hard,"Wer ist in dem Film ""Scream"" das Geistergesicht?",Billy Loomis und Stu Macher,Dewey Riley,Sidney Prescott,Archie Prescott und Philip Marv,2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2030,Geography,medium,"Die Städte Brugelette, Arlon und Ath befinden sich in welchem Land?",Belgien,Andorra,Frankreich,Luxemburg,2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2031,Entertainment: Video Games,hard,Der Creeper in Minecraft war das Ergebnis eines Bugs bei der Implementierung welcher Kreatur?,Schwein,Zombie,Huhn,Kuh,2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2032,Entertainment: Video Games,easy,"Welcher der folgenden Charaktere aus dem Spiel ""Overwatch"" wurde im Dezember 2016 als homosexuell enthüllt?",Tracer,Witwenmacher,Sombra,Symmetra,2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2033,History,hard,Wie viele Frauen traten während des Zweiten Weltkriegs den Streitkräften der Vereinigten Staaten bei?,"350,000","225,000","100,000","500,000",2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2034,History,medium,In welchem Jahr wurde Konstantinopel von den Türken erobert?,1453,1435,1454,1440,2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2035,Science & Nature,hard,"Was bedeutet der Begriff ""Isolierung"" in der Mikrobiologie?","Die Abtrennung eines Stammes aus einer natürlichen, gemischten Population von lebenden Mikroben",Mangelnde Ernährung in Mikrovierteln,Der Stickstoffgehalt im Boden,"Prüfung der Auswirkungen bestimmter Mikroorganismen in einer isolierten Umgebung, wie z.B. in Höhlen",2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2036,Science: Computers,medium,Welche dieser Personen war NICHT der Gründer von Apple Inc?,Jonathan Ive,Steve Jobs,Ronald Wayne,Steve Wozniak,2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2037,Entertainment: Cartoon & Animations,medium,Adam West war der Bürgermeister welcher Cartoon-Stadt?,Quahog,Springfield,South Park,Langley Falls,2022-09-03 11:47:18.0,2022-09-03 11:47:18.0
2038,Entertainment: Musicals & Theatres,hard,Nach England spielen mehr Shakespeare-Stücke in diesem heutigen Land als in jedem anderen.,Italien,Vereinigte Staaten,Griechenland,Frankreich,2022-09-03 11:47:19.0,2022-09-03 11:47:19.0
2039,History,medium,Welches Land war eine alliierte Macht im Zweiten Weltkrieg?,Sowjetunion,Italien,Deutschland,Japan,2022-09-03 11:47:19.0,2022-09-03 11:47:19.0
2040,General Knowledge,medium,"Earl Grey Tee ist schwarzer Tee, der mit was aromatisiert ist?",Bergamotteöl,Lavendel,Vanille,Honig,2022-09-03 11:47:19.0,2022-09-03 11:47:19.0
2041,Entertainment: Television,easy,"Wer war der erste Schauspieler, der den ""Doctor"" in ""Doctor Who"" spielte?",William Hartnell,David Tennant,Peter Capaldi,Tom Baker,2022-09-03 11:47:19.0,2022-09-03 11:47:19.0
2042,Entertainment: Books,medium,Wie heißt das Kätzchen von Alice im Wunderland?,Dinah,Oscar,Heide,Smokey,2022-09-03 11:47:19.0,2022-09-03 11:47:19.0
2043,History,medium,In welchem Jahr begann der Koreakrieg?,1950,1945,1960,1912,2022-09-03 11:47:19.0,2022-09-03 11:47:19.0
2044,Entertainment: Film,medium,Welcher Film hat James Camerons Avatar als umsatzstärkster Film aller Zeiten entthront?,Titanic,Sternenkrieg,Vom Winde verweht,Jaws,2022-09-03 11:47:19.0,2022-09-03 11:47:19.0
2045,History,medium,"In welchem Jahr brachte Skoal, ein Unternehmen für rauchfreien Tabak, seine erste Pouch-Linie mit dem Namen ""Skoal Bandits"" heraus?",1983,1934,1984,1822,2022-09-03 11:47:19.0,2022-09-03 11:47:19.0
2046,Entertainment: Video Games,hard,"Welcher NSC im Indie-Farming-Spiel ""Stardew Valley"" hasst den Gegenstand ""Prismenscherbe"", wenn er ihn als Geschenk erhält?",Haley,Abigail,Elliott,Lewis,2022-09-03 11:47:19.0,2022-09-03 11:47:19.0
2047,Entertainment: Film,medium,"Welches ist das wichtigste Instrument in der Filmmusik des Films ""Birdman"" von 2014?",Schlagzeug,Saxophon,Violine,Lebende Vögel singen tatsächlich,2022-09-03 11:47:19.0,2022-09-03 11:47:19.0
2048,History,hard,Während des Ersten Weltkriegs waren die Monarchen welcher Nation blutsverwandt?,"England, Deutschland, Russland","Frankreich, Russland, Deutschland","Serbien, Russland, Kroatien","Deutschland, Spanien, Österreich",2022-09-03 11:47:19.0,2022-09-03 11:47:19.0
2049,Entertainment: Musicals & Theatres,medium,Wer spielte Marquis de Lafayette und Thomas Jefferson in der ursprünglichen Broadway-Aufführung von Hamilton?,Daveed Diggs,Lin-Manuel Miranda,Javier Muñoz,Wayne Brady,2022-09-03 11:47:19.0,2022-09-03 11:47:19.0
2050,Entertainment: Music,medium,"Welcher der Beatles trägt auf dem Cover von ""Abbey Road"" keine Schuhe?",Paul McCartney,Ringo Starr,John Lennon,George Harrison,2022-09-03 11:47:20.0,2022-09-03 11:47:20.0
2051,History,hard,Welcher der folgenden Physiker hat NICHT am Manhattan-Projekt mitgearbeitet?,Murray Gell-Mann,Richard Feynman,J. Robert Oppenheimer,John Von-Neumann,2022-09-03 11:47:20.0,2022-09-03 11:47:20.0
2052,General Knowledge,easy,Wie lautet der berühmte Nachname von Papa John's?,Schnatter,Chowder,Williams,ANDERSON,2022-09-03 11:47:20.0,2022-09-03 11:47:20.0
2053,Entertainment: Video Games,medium,Was ist die Strafe für das Spielen von Postal 2 in Neuseeland?,10 Jahre Gefängnis und eine Geldstrafe von 50.000 $,Geldstrafe von 5.000 $,Nichts,15 Jahre Gefängnis und eine Geldstrafe von 10.000 $,2022-09-03 11:47:20.0,2022-09-03 11:47:20.0
2054,Entertainment: Music,easy,"""Some people call me the space cowboy"" ist die erste Zeile aus welchem Lied?",Der Joker,Fandango,Nimm das Geld und lauf,Fliegen wie ein Adler,2022-09-03 11:47:20.0,2022-09-03 11:47:20.0
2055,Geography,medium,Wie viele Länder gibt es im Vereinigten Königreich?,Vier,Zwei,Drei,Eine,2022-09-03 11:47:20.0,2022-09-03 11:47:20.0
2056,Sports,easy,"Welcher englische Fußballverein hat den Spitznamen ""The Foxes""?",Leicester City,Northampton Town,Bradford City,West Bromwich Albion,2022-09-03 11:47:20.0,2022-09-03 11:47:20.0
2057,Entertainment: Books,medium,"Wer ist der Vater des Zwerges Gimli im ""Herrn der Ringe""?",Gloin,Thorin Eichenschild,Bombur,Dwalin,2022-09-03 11:47:20.0,2022-09-03 11:47:20.0
2058,History,medium,Mit welcher seiner sechs Ehefrauen war Heinrich VIII. am längsten verheiratet?,Katharina von Aragon,Anne Boleyn,Jane Seymour,Catherine Parr,2022-09-03 11:47:20.0,2022-09-03 11:47:20.0
